Num,X,Y,Z,Real_Index,Real_Index_Top,Real_Index_Bot_Thick,Oil_GRV_10_6,spill_Z,top_Z,OWC_depth,OWC_area_10_6,nb_Connected,GRV_density__m_,Hc_column__m_,Oil_GRV_quantile,OWC_Base_Area_10_6
59.0,395744.2331,7159277.118139999,988.25323,58.0,58.0,58.0,92.49001,988.25323,946.6796300000001,988.25323,5.89187,1.0,15.69789,41.573609999999995,54.5,3.69688
60.0,395280.93083,7158358.70864,985.55365,59.0,59.0,59.0,85.2672,985.55365,949.28345,985.55365,5.24625,1.0,16.252979999999997,36.2702,41.0,3.6831300000000002
61.0,395845.04734,7157600.488639999,997.6787699999999,60.0,60.0,60.0,134.44676,997.6787699999999,951.9975599999999,997.6787699999999,7.926880000000001,1.0,16.96088,45.68121,98.5,3.2775
62.0,394293.40482,7157497.870460001,988.7359,61.0,61.0,61.0,75.92636999999999,988.7359,950.86865,988.7359,5.654380000000001,1.0,13.4279,37.86725,28.0,4.27125
63.0,395467.4578,7159156.09982,987.4550800000001,62.0,62.0,62.0,66.42956,987.4550800000001,951.9765,987.4550800000001,4.774369999999999,1.0,13.913770000000001,35.47858,17.5,3.5393800000000004
64.0,394419.11338,7157546.061319999,985.88,63.0,63.0,63.0,100.23346,985.88,950.24316,985.88,6.66,1.0,15.050070000000002,35.63684,68.0,4.69562
65.0,392110.33322,7156954.31883,998.10699,64.0,64.0,64.0,101.53336999999999,998.10699,948.0255099999999,998.10699,6.25063,1.0,16.24372,50.08148,70.5,4.085
66.0,394892.51768000005,7159164.397919999,977.5931400000001,65.0,65.0,65.0,49.79025,977.5931400000001,947.10913,977.5931400000001,3.9206199999999995,1.0,12.69957,30.484009999999998,3.0,3.88562
67.0,395771.756,7159451.739130001,991.4118,66.0,66.0,66.0,99.00001999999999,991.4118,950.30347,991.4118,6.68375,1.0,14.81205,41.108340000000005,66.0,3.19937
68.0,394444.83235,7157595.69532,991.73596,67.0,67.0,67.0,91.48076999999999,991.73596,938.6198099999999,991.73596,6.3825,1.0,14.333060000000001,53.11615,50.0,4.92938
69.0,395769.95207,7159326.75215,982.4808300000001,68.0,68.0,68.0,47.545840000000005,982.4808300000001,951.2487800000001,982.4808300000001,4.38812,1.0,10.83512,31.232059999999997,2.0,2.9475
70.0,394319.84536,7157597.499260001,994.83691,69.0,69.0,69.0,110.91086999999999,994.83691,946.53986,994.83691,6.74875,1.0,16.434279999999998,48.297059999999995,83.5,3.2981300000000005
71.0,395694.2383,7159277.83972,986.91656,70.0,70.0,70.0,77.60414,986.91656,947.9699699999999,986.91656,5.45875,1.0,14.216470000000001,38.94659,30.0,2.6925
72.0,392059.97764,7156930.043,988.36603,71.0,71.0,71.0,95.85101,988.36603,940.9174800000001,988.36603,4.75625,1.0,20.152639999999998,47.44855,59.5,3.46875
73.0,395796.03182,7159401.38355,982.84235,72.0,72.0,72.0,55.76801999999999,982.84235,951.3154900000001,982.84235,4.7,1.0,11.86554,31.52686,9.5,3.3443699999999996
74.0,392134.96983,7156928.960639999,993.01886,73.0,73.0,73.0,107.35155,993.01886,950.0893599999999,993.01886,7.13438,1.0,15.047089999999999,42.9295,78.0,2.71
75.0,395847.10898,7159475.65417,994.4572099999999,74.0,74.0,74.0,113.38581,994.4572099999999,950.6198099999999,994.4572099999999,7.1325,1.0,15.89706,43.8374,87.0,3.02063
76.0,392110.33322,7156954.31883,990.1048599999999,75.0,75.0,75.0,62.646730000000005,990.1048599999999,941.9588,990.1048599999999,5.31187,1.0,11.79371,48.14606,14.5,1.81187
77.0,394343.7604,7157522.14628,991.7824099999999,76.0,76.0,76.0,80.6162,991.7824099999999,943.68445,991.7824099999999,5.8975,1.0,13.66955,48.09796,34.5,3.8625
78.0,394294.12639,7157547.86525,991.50354,77.0,77.0,77.0,108.97352,991.50354,951.49951,991.50354,6.875,1.0,15.85069,40.00403,80.0,2.82375
79.0,395948.18093000003,7159549.203210001,988.474,78.0,78.0,78.0,94.22565,988.474,946.9906,988.474,5.79812,1.0,16.25105,41.4834,56.5,4.14875
80.0,394243.04924,7157473.59464,986.69879,79.0,79.0,79.0,92.29559,986.69879,941.94525,986.69879,5.4343699999999995,1.0,16.98366,44.75354,53.5,3.9456300000000004
81.0,395670.06556,7157603.01415,996.16925,80.0,80.0,80.0,91.25185,996.16925,943.39935,996.16925,6.4431199999999995,1.0,14.16267,52.7699,49.5,2.94125
82.0,394642.9045,7159193.00319,976.08557,81.0,81.0,81.0,34.03483,976.08557,948.7999900000001,976.08557,2.85875,1.0,11.905489999999999,27.28558,0.0,2.7775
83.0,395719.95726999996,7159327.47372,994.89636,82.0,82.0,82.0,85.37188,994.89636,945.8286699999999,994.89636,5.7225,1.0,14.918629999999999,49.06769,41.5,2.88125
84.0,395944.31535,7157549.0507,987.03595,83.0,83.0,83.0,101.40995,987.03595,953.1424,987.03595,6.76813,1.0,14.983460000000001,33.89355,69.5,4.57125
85.0,395645.32587,7159353.55348,994.3145800000001,84.0,84.0,84.0,98.28656,994.3145800000001,942.2370599999999,994.3145800000001,7.235,1.0,13.58487,52.07751,64.5,3.60625
86.0,395771.03443,7159401.74434,995.70917,85.0,85.0,85.0,109.71623000000001,995.70917,952.31116,995.70917,7.30813,1.0,15.01291,43.39801,81.5,2.8731299999999997
87.0,395771.39521,7159426.74173,997.0812400000001,86.0,86.0,86.0,85.09709000000001,997.0812400000001,945.6215199999999,997.0812400000001,5.5656300000000005,1.0,15.289760000000001,51.459720000000004,40.0,1.60438
88.0,394942.51246999996,7159163.67635,1000.9707599999999,87.0,87.0,87.0,97.60639,1000.9707599999999,941.80511,1000.0,5.4175,1.0,18.01687,58.19489,62.5,3.3668699999999996
89.0,392184.96462,7156928.23907,986.35962,88.0,88.0,88.0,69.5875,986.35962,949.5210599999999,986.35962,4.9975,1.0,13.92446,36.83856,21.5,3.17563
90.0,395670.68405,7159378.19009,995.44202,89.0,89.0,89.0,90.57411,995.44202,950.9672199999999,995.44202,5.8493699999999995,1.0,15.48441,44.474790000000006,49.0,2.92062
91.0,395871.02401,7159400.301189999,994.01715,90.0,90.0,90.0,123.87742,994.01715,953.2417,994.01715,7.40562,1.0,16.72748,40.77545,95.0,4.25875
92.0,394395.91991,7157671.409089999,990.4873,91.0,91.0,91.0,93.21557,990.4873,952.4447,990.4873,6.6575,1.0,14.00159,38.0426,55.5,3.9693699999999996
93.0,395517.0918,7159130.38085,980.8018199999999,92.0,92.0,92.0,66.81721,980.8018199999999,951.42841,980.8018199999999,4.8175,1.0,13.869679999999999,29.373409999999996,19.0,4.25063
94.0,395420.45238000003,7157631.619419999,982.5595099999999,93.0,93.0,93.0,97.05608000000001,982.5595099999999,952.9291400000001,982.5595099999999,6.65625,1.0,14.58119,29.630370000000003,61.0,5.1125
95.0,395871.74559,7159450.29598,995.19519,94.0,94.0,94.0,101.5236,995.19519,949.9554400000001,995.19519,5.955,1.0,17.048460000000002,45.23975,70.0,3.75875
96.0,395694.59909000003,7159302.837110001,989.05536,95.0,95.0,95.0,95.15855,989.05536,949.1116900000001,989.05536,6.18813,1.0,15.37761,39.943659999999994,58.0,4.18875
97.0,395820.66843,7159376.02537,980.1365400000001,96.0,96.0,96.0,53.70881,980.1365400000001,952.6075400000001,980.1365400000001,4.9125,1.0,10.93309,27.528990000000004,5.5,5.935630000000001
98.0,395845.66583,7159375.664580001,996.58826,97.0,97.0,97.0,107.68526999999999,996.58826,950.83331,996.58826,7.01125,1.0,15.358929999999999,45.754940000000005,78.5,2.0675
99.0,395721.03963,7159402.465910001,987.9418900000001,98.0,98.0,98.0,93.13861,987.9418900000001,942.7439,987.9418900000001,5.65,1.0,16.48471,45.198,55.0,3.17313
100.0,395304.84586999996,7158283.355660001,992.90881,99.0,99.0,99.0,108.46241,992.90881,947.52521,992.90881,6.381880000000001,1.0,16.995379999999997,45.38361,79.5,3.54938
101.0,395441.37804,7159081.46842,979.23596,100.0,100.0,100.0,55.05161999999999,979.23596,948.48041,979.23596,4.36625,1.0,12.60845,30.75555,8.0,3.9218800000000003
102.0,395694.59909000003,7159302.837110001,987.7742900000001,101.0,101.0,101.0,95.3647,987.7742900000001,951.19922,987.7742900000001,7.050619999999999,1.0,13.52571,36.575070000000004,58.5,5.38438
103.0,395517.45259,7159155.3782399995,984.12714,102.0,102.0,102.0,90.41924,984.12714,948.2498199999999,984.12714,5.84,1.0,15.48275,35.877320000000005,48.5,5.01375
104.0,395619.24611,7159278.92208,993.99139,103.0,103.0,103.0,83.18885,993.99139,942.7174699999999,993.99139,5.23688,1.0,15.88521,51.27393,37.5,2.7006200000000002
105.0,392135.33061,7156953.958039999,982.2573199999999,104.0,104.0,104.0,58.65821,982.2573199999999,951.53937,982.2573199999999,5.363119999999999,1.0,10.93732,30.717959999999998,12.0,1.66875
106.0,395845.66583,7159375.664580001,990.85101,105.0,105.0,105.0,62.8351,990.85101,946.17535,990.85101,4.61188,1.0,13.624629999999998,44.67566,15.0,1.09812
107.0,395796.03182,7159401.38355,980.0542,106.0,106.0,106.0,60.66026,980.0542,948.2711800000001,980.0542,5.5343800000000005,1.0,10.96063,31.78302,13.5,6.8468800000000005
108.0,394243.77081,7157523.589430001,992.07056,107.0,107.0,107.0,83.65902,992.07056,947.10413,992.07056,5.65688,1.0,14.788910000000001,44.966429999999995,39.0,3.99813
109.0,395744.2331,7159277.118139999,979.4572800000001,108.0,108.0,108.0,54.607659999999996,979.4572800000001,950.7462199999999,979.4572800000001,4.87375,1.0,11.20444,28.711059999999996,7.0,3.1825
110.0,395254.85108,7158284.07724,988.5939900000001,109.0,109.0,109.0,73.92898000000001,988.5939900000001,949.07251,988.5939900000001,4.86188,1.0,15.205860000000001,39.52148,24.5,2.71125
111.0,395868.96236999996,7157525.13566,994.2424900000001,110.0,110.0,110.0,133.78139,994.2424900000001,947.30426,994.2424900000001,8.36,1.0,16.00256,46.93823,98.0,1.18313
112.0,395619.24611,7159278.92208,989.9829699999999,111.0,111.0,111.0,77.77926,989.9829699999999,950.67255,989.9829699999999,5.41625,1.0,14.36035,39.31042,30.5,2.8456200000000003
113.0,394267.68585,7157448.23646,989.4612400000001,112.0,112.0,112.0,112.44221999999999,989.4612400000001,945.77765,989.4612400000001,7.0025,1.0,16.05744,43.68359,86.0,4.890619999999999
114.0,395618.52454,7159228.927289999,984.11035,113.0,113.0,113.0,78.35410999999999,984.11035,952.1398300000001,984.11035,5.8825,1.0,13.319870000000002,31.97052,31.0,3.86438
115.0,395694.2383,7159277.83972,990.63416,114.0,114.0,114.0,89.56482,990.63416,949.65588,990.63416,5.7725,1.0,15.51578,40.97827,47.0,3.24563
116.0,395847.83055,7159525.648960001,1002.08923,115.0,115.0,115.0,122.80694,1002.08923,946.87665,1000.0,6.585,1.0,18.6495,53.12335,94.0,2.73438
117.0,395719.95726999996,7159327.47372,993.22827,116.0,116.0,116.0,111.02638999999999,993.22827,942.6287800000001,993.22827,6.0568800000000005,1.0,18.33064,50.59949,84.0,3.65875
118.0,395694.59909000003,7159302.837110001,987.36273,117.0,117.0,117.0,95.75728000000001,987.36273,952.7522,987.36273,6.40188,1.0,14.95769,34.61053,59.0,3.12438
119.0,394318.40221,7157497.50967,989.5382099999999,118.0,118.0,118.0,109.4371,989.5382099999999,945.3338,989.5382099999999,6.21875,1.0,17.597929999999998,44.204409999999996,80.5,4.09312
120.0,395695.32065999997,7159352.83191,990.00385,119.0,119.0,119.0,106.85661,990.00385,953.0537699999999,990.00385,6.600630000000001,1.0,16.188860000000002,36.950070000000004,77.5,4.8675
121.0,395493.17676999996,7159205.73382,991.203,120.0,120.0,120.0,68.6347,991.203,950.94012,991.203,5.208130000000001,1.0,13.17839,40.262879999999996,21.0,3.40625
122.0,395871.74559,7159450.29598,979.27271,121.0,121.0,121.0,65.39973,979.27271,951.41229,979.27271,5.35,1.0,12.22425,27.860409999999998,17.0,2.81687
123.0,395695.32065999997,7159352.83191,992.4901699999999,122.0,122.0,122.0,100.15351,992.4901699999999,950.1322,992.4901699999999,6.13938,1.0,16.31331,42.35797,67.5,3.07
124.0,395568.89053000003,7159254.646260001,994.40576,123.0,123.0,123.0,98.70019,994.40576,947.3040800000001,994.40576,5.52688,1.0,17.85823,47.10168,65.5,2.90625
125.0,395821.39001,7159426.020160001,996.68164,124.0,124.0,124.0,110.2631,996.68164,950.0668900000001,996.68164,7.7525,1.0,14.22291,46.61475,83.0,3.84
126.0,395230.21447,7158309.43542,993.2642800000001,125.0,125.0,125.0,67.58421,993.2642800000001,946.5197800000001,993.2642800000001,5.386880000000001,1.0,12.54609,46.74451,19.5,3.20688
127.0,395314.58712,7158958.28537,988.8231800000001,126.0,126.0,126.0,79.14511999999999,988.8231800000001,950.8136599999999,988.8231800000001,4.72375,1.0,16.754720000000002,38.00952,32.0,2.87
128.0,395871.74559,7159450.29598,986.7493300000001,127.0,127.0,127.0,99.6645,986.7493300000001,949.6637599999999,986.7493300000001,7.086869999999999,1.0,14.06325,37.085570000000004,67.0,5.44375
129.0,395796.03182,7159401.38355,997.03656,128.0,128.0,128.0,94.72686999999999,997.03656,946.27844,997.03656,6.12625,1.0,15.46245,50.75812,57.0,3.35437
130.0,395897.82535,7159524.92738,990.66162,129.0,129.0,129.0,88.26519,990.66162,941.4331099999999,990.66162,5.38375,1.0,16.39474,49.22852,46.0,3.74813
131.0,395871.02401,7159400.301189999,989.06976,130.0,130.0,130.0,98.06754000000001,989.06976,951.23291,989.06976,5.96,1.0,16.454279999999997,37.83685,64.0,3.5256199999999995
132.0,395770.31285,7159351.74955,988.7969400000001,131.0,131.0,131.0,120.50088000000001,988.7969400000001,952.4436,988.7969400000001,7.35375,1.0,16.38632,36.35333,93.0,6.13375
133.0,395846.02661999996,7159400.66198,981.5133099999999,132.0,132.0,132.0,54.449040000000004,981.5133099999999,952.42981,981.5133099999999,4.90875,1.0,11.092239999999999,29.0835,6.5,4.57188
134.0,395920.40031,7157624.40368,990.4679,133.0,133.0,133.0,85.74915,990.4679,949.9924300000001,990.4679,6.68,1.0,12.8367,40.47546,42.5,3.76062
135.0,395644.6043,7159303.558689999,986.61542,134.0,134.0,134.0,74.18816,986.61542,945.18713,986.61542,4.77313,1.0,15.54289,41.42828,25.5,3.27625
136.0,394395.19834,7157621.4143,989.2493900000001,135.0,135.0,135.0,97.96825,989.2493900000001,950.33698,989.2493900000001,6.17063,1.0,15.87655,38.912409999999994,63.5,4.88
137.0,395922.46196,7159499.5692,995.0200199999999,136.0,136.0,136.0,114.50635,995.0200199999999,949.18945,995.0200199999999,6.595,1.0,17.3626,45.83057,88.0,3.49375
138.0,395719.59649,7159302.47633,979.67609,137.0,137.0,137.0,45.78595,979.67609,952.1677900000001,979.67609,5.229369999999999,1.0,8.75553,27.5083,1.5,1.72312
139.0,394293.76561,7157522.867860001,980.7910199999999,138.0,138.0,138.0,86.05256999999999,980.7910199999999,953.5034800000001,980.7910199999999,5.87125,1.0,14.6566,27.287540000000003,43.5,6.03062
140.0,394268.04663,7157473.23385,988.67084,139.0,139.0,139.0,79.8285,988.67084,952.35864,988.67084,5.5375,1.0,14.41598,36.31219,34.0,3.0068799999999998
141.0,395492.09440999996,7159130.74164,981.7072800000001,140.0,140.0,140.0,50.64479,981.7072800000001,950.85272,981.7072800000001,4.43125,1.0,11.42901,30.85455,3.5,3.08125
142.0,394369.11858,7157546.782889999,991.5681199999999,141.0,141.0,141.0,129.27136000000002,991.5681199999999,951.2901,991.5681199999999,7.78188,1.0,16.61185,40.27802,97.0,4.6775
143.0,395969.67353000003,7157573.687310001,989.1441,142.0,142.0,142.0,79.52203,989.1441,949.1243900000001,989.1441,6.4675,1.0,12.295639999999999,40.019709999999996,33.0,4.83437
144.0,396019.30754,7157547.968339999,991.80707,143.0,143.0,143.0,90.03515,991.80707,945.81384,991.80707,6.115,1.0,14.72366,45.99323,48.0,2.44625
145.0,392109.97243,7156929.3214300005,981.51239,144.0,144.0,144.0,85.1058,981.51239,952.6007699999999,981.51239,5.2775,1.0,16.126160000000002,28.911620000000003,40.5,4.6575
146.0,394284.90055,7160373.29264,999.3158,145.0,145.0,145.0,112.79908,999.3158,946.26312,999.3158,6.6225,1.0,17.0327,53.05266999999999,86.5,3.94438
147.0,395394.73341,7157581.98541,993.8024300000001,146.0,146.0,146.0,126.55142,993.8024300000001,949.1433699999999,993.8024300000001,7.31125,1.0,17.30914,44.65906,96.0,3.595
148.0,395721.03963,7159402.465910001,997.71106,147.0,147.0,147.0,125.84937,997.71106,949.7835699999999,997.71106,7.535,1.0,16.701970000000003,47.92749,95.5,3.23813
149.0,395619.6069,7159303.919480001,990.62726,148.0,148.0,148.0,106.44717,990.62726,951.30786,990.62726,6.65188,1.0,16.00258,39.3194,76.5,3.52625
150.0,395746.03703,7159402.10513,988.20569,149.0,149.0,149.0,97.10634,988.20569,951.5023199999999,988.20569,6.225,1.0,15.59941,36.70337,61.5,3.8875
151.0,392109.97243,7156929.3214300005,988.21246,150.0,150.0,150.0,98.29789,988.21246,949.9201699999999,988.21246,5.685630000000001,1.0,17.28885,38.2923,65.0,3.28125
152.0,395721.40041999996,7159427.4633100005,993.7558,151.0,151.0,151.0,101.60531999999999,993.7558,952.0609699999999,993.7558,6.42312,1.0,15.818670000000001,41.69482,71.0,3.5081300000000004
153.0,392109.97243,7156929.3214300005,996.6737699999999,152.0,152.0,152.0,103.41241,996.6737699999999,947.1532,996.6737699999999,7.2781199999999995,1.0,14.20866,49.52057,72.0,3.67
154.0,392134.96983,7156928.960639999,981.67896,153.0,153.0,153.0,66.60423,981.67896,941.54834,981.67896,4.225,1.0,15.764320000000001,40.13062,18.0,3.0693799999999998
155.0,395796.03182,7159401.38355,981.35266,154.0,154.0,154.0,77.17707,981.35266,950.71832,981.35266,4.9318800000000005,1.0,15.648629999999999,30.63434,29.5,3.7043800000000005
156.0,394394.83755,7157596.4169,992.62219,155.0,155.0,155.0,111.89198999999999,992.62219,950.22272,992.62219,7.37875,1.0,15.16409,42.39948,84.5,3.4881300000000004
157.0,392109.97243,7156929.3214300005,980.12677,156.0,156.0,156.0,68.36934000000001,980.12677,948.74854,980.12677,4.6925,1.0,14.569920000000002,31.37823,20.5,4.52625
158.0,395694.2383,7159277.83972,994.3149400000001,157.0,157.0,157.0,119.90925,994.3149400000001,936.63727,994.3149400000001,7.02313,1.0,17.07349,57.67766999999999,92.0,3.91563
159.0,394371.28330999997,7157696.76727,992.21771,158.0,158.0,158.0,97.53555,992.21771,936.11963,992.21771,6.0975,1.0,15.995989999999999,56.09808,62.0,3.0025
160.0,394717.17511999997,7159141.926039999,982.71619,159.0,159.0,159.0,41.754290000000005,982.71619,948.4599,982.71619,3.05,1.0,13.689929999999999,34.25629,1.0,1.75437
161.0,395593.16635,7159204.290680001,991.9915199999999,160.0,160.0,160.0,75.54409,991.9915199999999,948.66095,991.9915199999999,5.3825,1.0,14.035129999999999,43.33057,27.0,3.63562
162.0,395944.31535,7157549.0507,1002.76996,161.0,161.0,161.0,109.98946000000001,1002.76996,945.2725800000001,1000.0,6.92812,1.0,15.87579,54.727419999999995,82.0,3.03125
163.0,395542.44999,7159155.017460001,981.2316300000001,162.0,162.0,162.0,62.56908000000001,981.2316300000001,951.0101300000001,981.2316300000001,4.91437,1.0,12.73185,30.2215,14.0,3.48187
164.0,394368.39701,7157496.7881,993.4912099999999,163.0,163.0,163.0,96.11731999999999,993.4912099999999,931.87726,993.4912099999999,5.654380000000001,1.0,16.99875,61.61395,60.0,4.215
165.0,394470.55131999997,7157645.32933,989.8453400000001,164.0,164.0,164.0,104.77336,989.8453400000001,950.41229,989.8453400000001,6.66563,1.0,15.71846,39.433040000000005,73.5,4.8806199999999995
166.0,394743.25487,7159216.55744,977.94067,165.0,165.0,165.0,59.5691,977.94067,951.80286,977.94067,4.0343800000000005,1.0,14.76539,26.13782,12.5,3.7625
167.0,394817.88628000004,7159190.4776800005,983.41528,166.0,166.0,166.0,49.489340000000006,983.41528,949.44824,983.41528,3.9325,1.0,12.5847,33.967040000000004,2.5,3.3493800000000005
168.0,394344.48196999996,7157572.14108,984.95251,167.0,167.0,167.0,75.68919,984.95251,950.23041,984.95251,5.62437,1.0,13.45735,34.72211,27.5,3.7231199999999998
169.0,395946.73778,7159449.21362,980.87531,168.0,168.0,168.0,57.6172,980.87531,945.612,980.87531,5.43625,1.0,10.5987,35.26331,10.5,4.69688
170.0,394495.18793,7157619.97115,992.1076699999999,169.0,169.0,169.0,104.88241000000001,992.1076699999999,951.58557,992.1076699999999,7.23125,1.0,14.50405,40.522090000000006,74.0,3.86438
171.0,394816.80391,7159115.485489999,985.74921,170.0,170.0,170.0,71.12975,985.74921,951.1568599999999,985.74921,4.26375,1.0,16.68244,34.59235,22.0,3.7443699999999995
172.0,395695.68145,7159377.8293,992.9085699999999,171.0,171.0,171.0,92.17665,992.9085699999999,944.9616699999999,992.9085699999999,5.4725,1.0,16.84361,47.9469,52.5,3.01875
173.0,394369.11858,7157546.782889999,994.58777,172.0,172.0,172.0,114.03786000000001,994.58777,940.61285,994.58777,7.511880000000001,1.0,15.18101,53.974909999999994,87.5,4.2156199999999995
